,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
3163,previously best passing day worst worst want share need perform extra activity like activating bluetooth hotspot bla bla annoying,76.0,1.0,u,219,2,-4,0.6,0.2,0.2,0,0,0,1
3165,app worked seamlessly previous update updated time ive connect pc recent update frustrating annoying,39.0,1.0,r,181,2,-3,0.3333333333333333,0.6666666666666666,0.0,0,0,1,0
3167,long time dependant app file transfer irritating connection lost time half gb file transferplease fix problem early,37.0,1.0,b,214,2,-4,0.5,0.5,0.0,1,0,0,0
3169,worst update unable connect pc dont developer app useless dont want updated version app please give month old shareit useless,53.0,1.0,b,260,3,-3,0.6,0.2,0.2,1,0,0,0
3171,adding useless feature day day thing youre meant result app bulkier take lot storage lightweight app shareit whats purpose serve video downloader player dont,1619.0,1.0,u,260,1,-3,0.7142857142857143,0.2857142857142857,0.0,0,0,0,1
3173,pleased app recently worsen take time find receiver maximum time found receiver pl solve issue requested app,62.0,1.0,u,199,3,-3,0.16666666666666666,0.5,0.3333333333333333,0,0,0,1
3175,app android phone great app worst app iam confuse app time clusteringuseless ad pooped developer pls dont lose trust asap fix issue snayak,15.0,1.0,r,242,3,-3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0
3177,worst app decided give star receive app type file realised bad behaviourcause receiving speed low take lot time receiving mb app feeling bad app please fix,547.0,1.0,r,281,3,-4,0.7142857142857143,0.2857142857142857,0.0,0,0,1,0
3179,old shareit good app completely changed sometimes detect qr code want share app time create problem,19.0,1.0,u,165,3,-2,0.5,0.5,0.0,0,0,0,1
3181,performance app pretty good lame ad reconsiderate child app ad contain dirty suitable kid clone app shareit,510.0,2.0,u,298,4,-3,0.8333333333333334,0.0,0.16666666666666666,0,0,0,1
3183,app long time update delay sharing video photo app problem concern video,2.0,3.0,r,147,1,-2,1.0,0.0,0.0,0,0,1,0
3185,app worse update need gps transfer file locally kidding ad anoyying parent thought visiting porn site becos ur video ad banner dev better,0.0,1.0,r,230,2,-3,0.875,0.125,0.0,0,0,1,0
3187,unnecessary content section make app run slower app doesnt built like time connection problem,17.0,1.0,r,176,2,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0
3189,app fallen long grace constant bombardment ad app notification bar made app completely worthless bluetooth point,17.0,1.0,r,209,3,-4,0.0,0.6666666666666666,0.3333333333333333,0,0,1,0
3191,worse day day bluetooth permissionwhy location permission old shareit awesomenow ad unwanted video news notification sharing speed reduced working pc anymore qr code scanning,83.0,1.0,b,221,4,-3,0.8,0.2,0.0,1,0,0,0
3193,shareit saving data downloading big file impressed sharing speed app wonderful shareit year help allot,388.0,5.0,r,190,3,-1,0.8571428571428571,0.14285714285714285,0.0,0,0,1,0
3195,guy remove connect pc function jesus app useless didnt mind ad connect pc function app phone connect share file usb phone,35.0,1.0,f,247,1,-3,0.6,0.2,0.2,0,1,0,0
3197,sometimes share nice time worth freakin cent horrible could nicer could search video like connect laptop ipad boring unnessary video boring update please share worst,2779.0,2.0,u,299,3,-4,0.6,0.0,0.4,0,0,0,1
3199,experience bad single file transferred code scan wrong input password show incorrect,6.0,1.0,u,189,1,-3,0.5,0.5,0.0,0,0,0,1
3201,bit ad attempt seriously ad app notification wouldve rate star ad tricky close,1.0,3.0,r,134,1,-2,0.75,0.0,0.25,0,0,1,0
3203,long time file send internet pc wrong thing shareit uninstall return old thing guy disappointed,17.0,1.0,b,219,1,-4,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
3205,give star game like free fire sharit showing ad stop showing ad plz allow free fire sharit rest thing like like give star,1.0,3.0,r,237,2,-1,0.625,0.0,0.375,0,0,1,0
3207,good app minimum add good sending speed total opposite worse app like sharing app tik tok video advertising app terrible experience wish option give star rating,19.0,1.0,r,255,4,-4,0.5,0.5,0.0,0,0,1,0
3209,good exellent sharing speed help save large file lame case advertisement worst thing hadthus like give star,16.0,3.0,r,189,3,-3,0.6666666666666666,0.0,0.3333333333333333,0,0,1,0
3211,great usable transferring file slow super annoying connect device want transfer file,30.0,1.0,r,142,3,-4,0.75,0.25,0.0,0,0,1,0
3213,like ad annoying wayx supaaa fast goal shifted make money make better good make lite version,9.0,2.0,u,183,3,-3,0.5,0.25,0.25,0,0,0,1
3215,response explanation needed open setting put app info user expect download app suggestion,38.0,1.0,r,205,2,-1,0.5,0.5,0.0,0,0,1,0
3217,dear sir shareit ww best payment option search bar ww update option like dont payment option,136.0,1.0,f,182,2,-1,0.5,0.5,0.0,0,1,0,0
3219,mobile hotspot connect transfer file new galaxy tab se pc tablet wifi cellular device forced qr code connect pc frustrating impossible fit qr code inside frame tablet,103.0,1.0,b,289,1,-3,0.75,0.25,0.0,1,0,0,0
3221,transfer file pc buy difficult function needed connect connect instance always ad occupying half screen,16.0,1.0,u,170,1,-2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,1
3223,sharing hotspot working app run hotspot working till day ago sharing wifi always slow option please fix,44.0,5.0,b,192,3,-1,1.0,0.0,0.0,1,0,0,0
3225,rip send disconnect wifi error dont install,2.0,1.0,b,117,1,-2,1.0,0.0,0.0,1,0,0,0
3227,made file transfer dont like news disturbing fake news loved earlier version worse dont like,37.0,1.0,r,183,4,-3,0.6,0.4,0.0,0,0,1,0
3229,connecting android device good app prof useless hub fake news useless video,2.0,1.0,u,137,3,-3,0.75,0.25,0.0,0,0,0,1
3231,app downloaded send lil brother tablet send game move watch responding send feedback address available tank,0.0,1.0,u,236,1,-1,0.3333333333333333,0.5,0.16666666666666666,0,0,0,1
3233,star bcoz app trasnfer heavy file easily mess add add add timeonce app suck blood giving add app notfrustrated kind experience,29.0,3.0,u,255,2,-2,0.7,0.3,0.0,0,0,0,1
3235,update broke google voice ask google location hasnt learned type address google map work fine voice im taxi useful remain handsfree driving related ap,17.0,2.0,u,290,3,-3,0.625,0.375,0.0,0,0,0,1
3237,great app issue recently shame compass messed seriously messed android thing android phone result regular phone basically walk arrow pointing,17.0,3.0,b,294,3,-3,0.42857142857142855,0.2857142857142857,0.2857142857142857,1,0,0,0
3239,rely app great navigation store hundred pin including place love place want separated list category wish could color code pin list category,21.0,5.0,f,295,3,-1,0.7142857142857143,0.0,0.2857142857142857,0,1,0,0
3241,exact problem reviewer map app crashing opening fix problem app manager setting upgrading application newer version rolling app back factory version recommend hope help ot,0.0,3.0,u,298,3,-2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,1
3243,samsung galaxy note latest firmwaresoftware google map doesnt show traffic light stop sign girlfriend iphone show traffic light stop sign android google map doesnt show traffic lig,2.0,3.0,b,293,1,-1,0.8333333333333334,0.0,0.16666666666666666,1,0,0,0
3245,complete garbage tool disappear constantly search bar disappears randomly locate button disappears constantly gps signal lost area worked perfectly month ago freeze mid navigation reporting issue fix hide delete review limit,1.0,1.0,b,292,3,-4,0.75,0.25,0.0,1,0,0,0
3247,stupid offline map merge sd card internal memory google map sd card installed android gig internal memory paired gig sd phone pool gb stor,1.0,1.0,b,284,1,-3,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
3249,property value day work couple day ago started crashing startup rolled back factory version comparison significantly inferior update hang waitung download ive fix,297.0,1.0,b,288,2,-2,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,0,0
3251,app good august changed turn bottom display map destination upper left map driving finger move map legal california,152.0,1.0,b,293,4,-1,0.25,0.75,0.0,1,0,0,0
3253,device sending location dont solution problem hv opened single tab setting rectify error rid family member current location update problem remains hv repo,56.0,1.0,b,292,1,-2,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,0
3255,update ive lost ability pin point address area view need set preference doent list street name like follow street bit ive read article telli,97.0,1.0,b,292,2,-1,0.4,0.4,0.2,1,0,0,0
3257,work lot info place worst part default walk mode deliver product driving walk mode option feature click direction useless default take touch navigate ha,53.0,3.0,u,295,2,-3,1.0,0.0,0.0,0,0,0,1
3259,app doesnt open freeze doesnt respond search tap destination update app phone recent update uninstalling reinstalling sadly stand app extremely frustrat,32.0,1.0,b,291,1,-5,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
3261,love app currently deployment nyc responder relying heavily app today unfortunate time app stopped working started crashing startup left stranded personnel supposed pic,6.0,3.0,b,294,3,-3,0.375,0.5,0.125,1,0,0,0
3263,google add feature remove update platform train longer time train longer working open train show current train,21.0,1.0,f,296,1,-1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0
3265,recent issue app freezing selecting location resteraunts requiring hard reset partner phone model hope update update appreciate tech support already step side,28.0,2.0,b,290,3,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
3267,reply developer response im afraid article recommended wasnt helpful already high accuracy enabled figure method calibrating compass doesnt work matter time waze trouble locating app dif,31.0,2.0,b,288,2,-4,0.42857142857142855,0.42857142857142855,0.14285714285714285,1,0,0,0
3269,live location inaccurate problem latest update severely inaccurate search online fix avail please fix issue asap covid working home bos wanted update,39.0,2.0,b,290,3,-2,0.25,0.5,0.25,1,0,0,0
3271,application complete trash galaxy lock phone kill performance take minute basic search basic troubleshooting edit factory reset phone issue forum full complaint,15.0,1.0,b,290,1,-3,0.625,0.25,0.125,1,0,0,0
3273,start driving feature stupidly hidden widget add homescreen longer app response acceptable option silly google assistant wont mic,10.0,2.0,u,290,2,-3,0.6666666666666666,0.0,0.3333333333333333,0,0,0,1
3275,recent o update app basically worthless constantly showing location mile skipping map back foldable map car affect running app apparently run water mile minute iv,25.0,1.0,b,289,1,-3,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,0
3277,app fine gravel road laneway choose chooses gravel road back alleyway city address fix app wont allow manually choose road ive misdirected man,4.0,1.0,b,293,3,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
3279,dislike new updateso start journey begin perfectlyso turn screen order save power google voice sayingafter driving minute notice voice giving directionsso unlock screen,9.0,2.0,u,295,4,-3,0.8333333333333334,0.0,0.16666666666666666,0,0,0,1
3281,update android couple day ago serious flaw gps accuracy yard rerouting trip google map waze business affecting accuracy timing customer uninstalled app cleared cache,27.0,1.0,b,290,1,-2,0.8,0.2,0.0,1,0,0,0
3283,new update ruined navigation app gps made mistake updating time restart app multiple time find location today navigating super market minute couldnt app track location wo,23.0,1.0,b,292,1,-2,0.5555555555555556,0.4444444444444444,0.0,1,0,0,0
3285,app glitching month unable im located take wrong place waste time switching road im unable work im unknown road reaction time literally reading physical map traffi,28.0,1.0,b,293,1,-2,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
3287,good update completely broke app im pixel screwed google software imagine better android phone constantly freeze crash forced phone shut freeze constantly need,10.0,1.0,b,286,3,-4,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,0,0
3289,give option thing free program youll constructive feedback taking compass navigation useful feature give option turn back asking put work address commute,12.0,3.0,r,289,3,-1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,0,1,0
3291,currently gps location messed ft mile ive cleared cache data restarted phone turned gps luck time accurate reading home window connected home wifi effected service map google map,17.0,1.0,b,289,2,-1,0.2222222222222222,0.6666666666666666,0.1111111111111111,1,0,0,0
3293,app location constantly spin circle make uturns clue location lost spinning thought mph corner tell speed red light,14.0,1.0,b,286,1,-1,0.7777777777777778,0.1111111111111111,0.1111111111111111,1,0,0,0
3295,work flawlessly reason losing gps signal wont back exit restart navigation copy paste response doesnt help issue dont whats happening frustrating,8.0,1.0,b,290,3,-3,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
3297,update map giving weird as direction back road side street local community college million speed bump slow start slow show direction need turn start navigating isnt showing street name nee,6.0,1.0,b,291,1,-2,0.8888888888888888,0.0,0.1111111111111111,1,0,0,0
3299,road map always freeze road lot need google map rated app star problem solved ill give better rate problem need fixed asap update app time day doesnt work delete,3.0,1.0,b,288,2,-2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1,0,0,0
3301,map working great today open thing phone eventually downloaded update map longer audible direction phone locked mean need pull frequently open phone direction dont like leavin,1.0,3.0,b,294,3,-1,0.5714285714285714,0.2857142857142857,0.14285714285714285,1,0,0,0
3303,care icon update fix fix map position moving showing position mi back constantly sometimes searching gps signal time doesnt work,6.0,1.0,b,287,2,-1,1.0,0.0,0.0,1,0,0,0
3305,app work anymore app daily basis day quit working arrow anymore dot arrow doesnt move eta time update show im moving fact im driving road ive checked,52.0,1.0,b,288,1,-1,0.5555555555555556,0.2222222222222222,0.2222222222222222,1,0,0,0
3307,new update request feedback trip absolutely ruined experience google map private contractor signed google map hour day exit route order bird eye view orient driving,14.0,1.0,b,294,1,-3,0.4,0.4,0.2,1,0,0,0
3309,po supposedly awesome rollout completely revised google map ruined pieceof freezing constantly wont pull location accurately follow phone gps wrong treacherous direction freeze mention tha,7.0,1.0,b,277,4,-3,0.7142857142857143,0.2857142857142857,0.0,1,0,0,0
3311,update google stated comment forwarded appropriate team google address date heard back real solution number negative review stating issue google want provide fix great product year ago,16.0,1.0,r,293,3,-2,0.16666666666666666,0.3333333333333333,0.5,0,0,1,0
3313,originally reported update causing inaccurate blue dot reading fix issue delete phone back manufacture setting redid update gps location reading accurately dont map update caused issue phone,9.0,5.0,b,295,1,-1,0.625,0.25,0.125,1,0,0,0
3315,app perfect theyd fix thing stop taking back road dirt road narrow cramped street like theyre easier route highway wide open main road put option prefer highway problem,2.0,2.0,b,278,3,-2,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,0
3317,update article telling map work already understand work restart phone ensure calibration set experience constant drop connectivity map literally mid route searching gps continues,4.0,1.0,b,292,1,-1,0.7777777777777778,0.1111111111111111,0.1111111111111111,1,0,0,0
3319,great app specially free could suggest fix speedometer feature great adition kind brain display kph mph set mph want show kph feature work separated map sett,1.0,4.0,b,289,3,-1,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,0,0,0
3321,unusable direction update gps signal lost multiple time trip dot simply stall remains place progress route trip exited route restarted apps run interference phone gps connected working fine data problem occurs,54.0,1.0,r,293,3,-2,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,0,1,0
3323,month new update google map freeze time location severely inaccurate app deliver pharmaceutical product client need time especially outbreak im double day,12.0,1.0,b,293,1,-2,0.5,0.0,0.5,1,0,0,0
3325,pizza driver love issue recently show image pulled location disconnect internet wish add street view satellite,2.0,4.0,b,293,3,-1,0.16666666666666666,0.5,0.3333333333333333,1,0,0,0
3327,always im leaving star sometimes take long route waste gas time dont like new icon red blue green yellow pin marker idk map growing guess knew goi,1.0,4.0,r,288,1,-2,0.875,0.125,0.0,0,0,1,0
3329,ive google map year everythings place reason guy decided move app drive make absolutely sense stupid decision leave app driving mode find,4.0,1.0,u,292,1,-3,0.7142857142857143,0.2857142857142857,0.0,0,0,0,1
3331,love google map traveling planning trip tagging location visit place visited latest version starred place offline map grrrrr furious new clunky system randomly switching back old place vi,1.0,2.0,r,294,3,-4,0.6,0.4,0.0,0,0,1,0
3333,please found new route save minute stop feature wish continue present route tap im diving phone tap programming opposite wish change route new time saving route tap,3.0,4.0,r,287,3,-1,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0,1,0
3335,newest update constantly freeze phone boyfriend phone happening day update uninstaller update cleared cache restarted phone reinstalled update problem persists update thought clarify freeze search,3.0,2.0,b,289,1,-2,0.42857142857142855,0.42857142857142855,0.14285714285714285,1,0,0,0
3337,recently switched iphone galaxy ultra map app recently buggy common issue youre driving freeway exited reroute back freeway youre drivng,121.0,3.0,b,292,1,-1,0.375,0.375,0.25,1,0,0,0
3339,need effective pause button equivalent decide pull dont want screaming stop drive plan entire trip multiple stop day dissapears im start navigati,2.0,4.0,b,289,1,-4,1.0,0.0,0.0,1,0,0,0
3341,idk guy update map practically unuseable pinpoint ft mile im route sudden show im half block rerouted,1.0,1.0,u,289,1,-2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,1
3343,app continues disappoint home address close supposed mile road annoying drop pin multiple people event goodsservices delivered find house change city address line,1.0,1.0,b,295,1,-4,0.5,0.5,0.0,1,0,0,0
3345,like detailed route data real time route adjustment traffic pile easy reroute timing wish lane lane navigation detailed like apple map new update congested interstate system find navigation,3.0,3.0,b,294,2,-2,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
3347,developer google map longer pinpointing location work turn hit enter address showing screen app gps,0.0,1.0,r,292,2,-1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,0,1,0
3349,old review speak map navigation launch fast great update available today google doesnt describe update change made dont want speed update gave,4.0,1.0,r,283,3,-1,0.5,0.5,0.0,0,0,1,0
3351,app great year week blue dot doesnt move back resend direction dot follow high accuracy mode im updated current version app constantly losing drive,145.0,2.0,b,292,3,-3,0.75,0.25,0.0,1,0,0,0
3353,fault map affect smartlock trusted place trusted place activated location hour device lock wake device entering password device remain unlocked,4.0,1.0,b,292,2,-2,0.4444444444444444,0.5555555555555556,0.0,1,0,0,0
3355,ridiculous work perfectly horrible work great uninstalled latest update fix update return greatness lose gps signal app goofy update missing like work great update,1.0,1.0,b,282,3,-3,0.75,0.25,0.0,1,0,0,0
3357,parameter loosing point important destination safe injury police ticket car app directs street doesnt exists updated forbidden direction foot lead make circle,12.0,1.0,b,291,2,-2,0.8,0.2,0.0,1,0,0,0
3359,admit im writing behaving buggily im map navigate bike direction bike route map offline bike route dark green line randomly disappear layer clic,91.0,4.0,b,287,1,-1,0.9166666666666666,0.0,0.08333333333333333,1,0,0,0
3361,route completely work instacart rely app lot everyday route customer home ridiculously mapped im home literally street map taking hand turn block unnecessary turn,2.0,2.0,b,292,1,-3,0.6,0.4,0.0,1,0,0,0
3363,app freezing route lot trouble finding location starting route app work anymore im changing rating added bunch addons apparently addons server google,106.0,1.0,b,290,1,-2,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
3365,problem gps working finding location start completely location im recalculate end fix problem couldnt work always big google map supporter,4.0,1.0,b,296,2,-2,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,0
3367,updated constantly loosing gps signal delivery driver app help place quick constantly pull car reboot app hope pick back preferred mapping app ther,1.0,3.0,b,298,2,-1,0.2,0.4,0.4,1,0,0,0
3369,past day map doesnt work enter address show route hit start doesnt show location moving back hit start update location wont move arrow sometimes message,101.0,2.0,b,291,1,-1,0.5714285714285714,0.2857142857142857,0.14285714285714285,1,0,0,0
3371,update ruined location sharing person location map option interacting person update call tap person location sharing directly page direction person,1.0,3.0,b,292,1,-2,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
3373,please fix app acting wack redirecting reason inaccurate location problem causing waste time gas pulling safety confusion frustration figure whats drive money,2.0,3.0,b,292,3,-3,0.75,0.0,0.25,1,0,0,0
3375,good app information train train arrive travel train problem train place doesnt work buffering good app wh,97.0,5.0,f,291,4,-2,1.0,0.0,0.0,0,1,0,0
3377,best app information train arrival time departing time location platform number seating pattern informed put alarm time reaching destination station sometimes show wrong platform number work,133.0,5.0,f,294,2,-3,0.75,0.125,0.125,0,1,0,0
3379,usage good people highlight change happened particular train train notice change platform train changed train xyz search xyz train show train platform cha,174.0,4.0,r,297,4,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
3381,convenient app needy thing train journey helpful spot train accuracy information perfection always app train journey track inside train peeping,50.0,4.0,r,272,3,-2,1.0,0.0,0.0,0,0,1,0
3383,love app entering captcha cris website time updating pnr status makemytrip app refresh pnr directly captcha gave star attention please reply fix asap,32.0,1.0,r,259,3,-1,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,0,1,0
3385,app helpful problem tell correct current location train platform mistake nice,28.0,5.0,r,197,4,-2,1.0,0.0,0.0,0,0,1,0
3387,useful appyou arethis app like boon pnr good idea appi good idea introduced,0.0,5.0,r,165,4,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
3389,easiest best app app show accurate position train timing wish special train shown separate column,72.0,4.0,r,156,2,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
3391,user friendly adfree application train schedule impossible app provide percent accurate information please rely apps important journey basic feature hope updating train route,208.0,5.0,u,292,3,-1,0.75,0.0,0.25,0,0,0,1
3393,time updatewhy downloading complete mbwhy providing needful percentage update existing versionsistead updating user uninstall existing version install new versionfor question people giving answersi,10.0,2.0,u,288,1,-1,0.8571428571428571,0.0,0.14285714285714285,0,0,0,1
3395,awesome app exact location running status complete route stoppage time love app,5.0,5.0,r,98,4,-1,0.5,0.0,0.5,0,0,1,0
3397,please add detail particular train tracking like train discovered locomotive type electric diesel model number coach type icf lhb speed train live tracking travelling tra,0.0,4.0,f,288,3,-1,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1,0,0
3399,search train option station start end showing station boarding arrival like unable earlier station boarding station station show arrival,72.0,4.0,f,294,2,-1,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,1,0,0
3401,hat developer great innovative applive status network signal great ideavery useful app daily commutator passenger implement status comparison ntes irctc site passenger informed official arrival departure time,18.0,5.0,u,295,3,-1,0.5,0.0,0.5,0,0,0,1
3403,daily companion easy interface importantly adless love,1.0,5.0,u,78,2,-1,0.0,0.0,1.0,0,0,0,1
3405,good application please include connecting train option direct train available update immediately latest option,26.0,4.0,r,139,4,-1,1.0,0.0,0.0,0,0,1,0
3407,helpful app way train travelling recommend app people travel train,85.0,4.0,r,139,3,-1,0.75,0.0,0.25,0,0,1,0
3409,great experience sometime device new android device rate informative schedule table point app arrival train specially pl,2958.0,5.0,u,290,4,-1,1.0,0.0,0.0,0,0,0,1
3411,love application arrange start online ticket booking system people,5.0,4.0,r,114,3,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0
3413,good easy time show train running status train information,0.0,5.0,r,103,4,-1,1.0,0.0,0.0,0,0,1,0
3415,pretty useful app esp travel train night alarm facility ready ourself proper station good,4.0,5.0,u,121,3,-3,1.0,0.0,0.0,0,0,0,1
3417,useful application recommenting friend travel train need lot improvments area like alarm setting facility enablable inside train waiting particular train find seat availablity alarm,115.0,5.0,f,291,3,-3,1.0,0.0,0.0,0,1,0,0
3419,mumbai loacl train status showing accurately searching station serach show destination please add starting point end point staion important train show hour destination like apps shown important feature,3.0,5.0,f,298,3,-1,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,1,0,0
3421,best app live train status gps signal people travelling train accurate resultshave apps feature useful show live status notification need open close app everytime share location,653.0,5.0,u,289,3,-1,0.8571428571428571,0.14285714285714285,0.0,0,0,0,1
3423,good app train time estimate train reached junction train delayed half hour difference want internet option show train place cell signal show,214.0,4.0,f,283,3,-1,0.5,0.25,0.25,0,1,0,0
3425,amazing appsuperb accuracyneed simplified checking pnr status seat availability pnr verification need looked faster viewing seat availability shown like colour coded option made available checking fare,156.0,5.0,f,290,3,-1,0.4,0.6,0.0,0,1,0,0
3427,useful app clear interface easy area development observed alarm available user train please mke available time train status doesnt show status starting station include timing status station convenience,234.0,5.0,u,287,3,-3,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
3429,star attention app need important feature provide information like total travel time total distance mentioned station currently substract arriving time station travel time,1295.0,1.0,f,291,2,-1,0.5,0.25,0.25,0,1,0,0
3431,useful traveler entire india good app unknown place railway app good service,1.0,5.0,r,130,3,-1,1.0,0.0,0.0,0,0,1,0
3433,useful designed app initially app working put pnr number automatically registered anytime status resrvation spotting train performing journey change pnr app unable,1086.0,4.0,f,295,3,-1,0.5,0.25,0.25,0,1,0,0
3435,best app checking train schedule schedule always updated available offline useful feature ability track train live internet gps cell tower youre inside train app highly recommend train pa,1490.0,5.0,u,294,3,-1,0.8571428571428571,0.14285714285714285,0.0,0,0,0,1
3437,nice friendly appyou locate train nowwithin fraction second sometimes case train especially local train search show location updatedbut incidence rareoverall developer make,372.0,4.0,f,289,3,-1,1.0,0.0,0.0,0,1,0,0
3439,application good need request option application contain map extra train reached minute train reach minute map showed train,424.0,5.0,f,290,4,-1,0.75,0.25,0.0,0,1,0,0
3441,sometimes app show proper location train asi waiting train ptkc station pm today app showed train arrived station correct train arrive app showing trai,82.0,5.0,r,287,1,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
3443,excellent app year found app best apps app best train travelling special feature information looked app long available,287.0,5.0,r,296,3,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,1,0
3445,apps rail travel satisfied app totally satisfied reason like presentation design app simple good local train indi,544.0,5.0,r,295,3,-1,0.6,0.4,0.0,0,0,1,0
3447,good app timetable provided authentic case train missing train run regular basis wont find app administrator plz update timetable sealdah south section suburban train especiall,200.0,2.0,f,292,3,-2,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,1,0,0
3449,useful app track train timing made better,0.0,5.0,r,62,3,-1,0.0,1.0,0.0,0,0,1,0
3451,travelled ahead observed actual arrival departure timing station crossed deleted time helpful thing atleast till end journey like knoqking train delayed add app kindly qhy,64.0,1.0,f,296,2,-1,0.25,0.625,0.125,0,1,0,0
3453,good helpful application travel train,3.0,5.0,r,79,4,-1,0.0,0.0,1.0,0,0,1,0
3455,best railway app playstore good app show proper location train live status train show platform train coming frequently time time notification train insert pnr numb,504.0,5.0,u,297,3,-2,0.75,0.25,0.0,0,0,0,1
3457,good app correct timing trian app make simple waste ur time making long line standing railway station enquiry purpose,1.0,5.0,u,249,4,-1,1.0,0.0,0.0,0,0,0,1
3459,prior information platform train stop major station starting destination station great help travelling passenger people waiting station receive passenger occasion station authoririe,159.0,4.0,f,299,3,-1,1.0,0.0,0.0,0,1,0,0
3461,train simple convenient good app adfree personally like user interface simple easily operate app show accurate timing platform number app excellent,368.0,5.0,u,269,3,-1,0.5,0.0,0.5,0,0,0,1
3463,best application date track current status localsubarbanexpress train case reliable user friendly honestly replaced bogus app like ntes provide exact position train suggest railway traveller thinking,27.0,5.0,r,293,2,-2,0.75,0.25,0.0,0,0,1,0
3465,helpful apponly update train secondtill started train journey expecting type appwhich help passsengersbut train passenger easily deep night,65.0,5.0,r,288,3,-1,0.8,0.2,0.0,0,0,1,0
3467,reliable time noticed information movement train updated timely fashion today march train updated already covered distance km instance frequent app,221.0,4.0,f,271,2,-1,0.0,1.0,0.0,0,1,0,0
3469,loved detailed information train route kudos work,1.0,5.0,r,77,4,-1,0.0,1.0,0.0,0,0,1,0
3471,app good daily checking train schedule update offline available,2.0,5.0,r,88,4,-1,1.0,0.0,0.0,0,0,1,0
3473,app greatly help anytime india mainy train running place nice feature option check station schedule time table appreciated developer team member frie,185.0,5.0,u,293,3,-1,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,0,0,1
3475,good app like provide seat availability option ticket fare option win win situation dont need downloax app option,2.0,4.0,f,188,3,-1,0.5,0.0,0.5,0,1,0,0
3477,dis app amazing dis app developer deserves award downloaded railway apps dis app super cool compared dem travel train evry dat data wont work properly de app developer understood problem dey made dis app run gps,46.0,5.0,r,284,3,-2,0.42857142857142855,0.5714285714285714,0.0,0,0,1,0
3479,truth app good thier passanger train app provide data app train app lot people app accurate feed back loction fetchin,34.0,4.0,f,297,3,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,1,0,0
3481,app helpful fast time location service poor like active inside train show exact station moment bad experience app suggest app developer improve facility,469.0,5.0,f,285,3,-3,1.0,0.0,0.0,0,1,0,0
3483,hiii great app showing train expected train great app,0.0,5.0,r,99,3,-1,0.5,0.5,0.0,0,0,1,0
3485,excellent application previous version good previous version pnr status showed dialing pnr showed result stage status time pnr query ticket query hassle please return back previous pattern,122.0,5.0,u,288,3,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,1
3487,railway frequent traveller travelling thrice week app proved helpful feature setting alarm deboarding point appreciable star complement side app developer suggestion update cancelle,200.0,5.0,u,294,3,-3,0.8,0.2,0.0,0,0,0,1
3489,app good sometimes give wrong info train timing,0.0,4.0,u,72,3,-2,1.0,0.0,0.0,0,0,0,1
